Species,Longitude,Latitude
bombus_172,-74.0564499,40.7037135
bombus_172,-74.1675209999,39.665004586
bombus_172,-76.239479,39.031961
bombus_172,-79.9136666667,40.4736666667
bombus_172,-80.0803826838,40.601090937
bombus_172,-82.1012554,39.3292396
bombus_172,-81.441779,41.101445
bombus_172,-76.966105,38.892458
bombus_172,-81.60762,41.142654
bombus_172,-72.57392,44.28453
bombus_172,-73.19478,42.924911
bombus_172,-72.147131,44.763536
bombus_172,-72.147131,44.763536
bombus_172,-72.147131,44.763536
bombus_172,-72.952097,43.648307
bombus_172,-76.734436,39.084637
bombus_172,-72.574,44.2681666667
bombus_172,-71.1915,44.3958333333
bombus_172,-72.571,44.2673333333
bombus_172,-72.5708333333,44.2675
bombus_172,-73.188083,44.488554
bombus_172,-76.47583,42.439674
bombus_172,-71.0921666667,42.3371666667
bombus_172,-71.0921666667,42.3373333333
bombus_172,-71.092,42.3375
bombus_172,-76.692059,38.800828
bombus_172,-74.028947,41.378546
bombus_172,-74.434867,40.498034
bombus_172,-77.063282,38.914799
bombus_172,-76.70047,39.054755
bombus_172,-72.612987,43.786766
bombus_172,-76.583605,39.099275
bombus_172,-77.58528,43.213405
bombus_172,-76.583605,39.099275
bombus_172,-73.6406333333,40.850605
bombus_172,-76.6116378,39.2808385
bombus_172,-76.596304,39.243662
bombus_172,-74.567762,40.593615
bombus_172,-72.678592,44.658073
bombus_172,-74.093901,39.802807
bombus_172,-76.004778,40.563738
bombus_172,-76.592577,39.24896
bombus_172,-72.791526,43.559154
bombus_172,-78.714048,35.811775
bombus_172,-76.907615,39.7915183333
bombus_172,-74.001469,40.692229
bombus_172,-73.196651,44.471661
bombus_172,-72.573667,44.285028
bombus_172,-81.441779,41.101445
bombus_172,-76.644819,40.442782
bombus_172,-77.034643,38.9265
bombus_172,-77.034643,38.9265
bombus_172,-81.575125,41.1400833333
bombus_172,-68.547547,44.23823
bombus_172,-68.547547,44.23823
bombus_172,-72.91056,43.591429
bombus_172,-72.909265,43.588567
bombus_172,-77.150253,39.032422
bombus_172,-73.992358,40.651896
bombus_172,-77.216206,38.973707
bombus_172,-72.8116718,41.5125188
bombus_172,-77.314661,39.058566
bombus_172,-81.693893,41.194145
bombus_172,-72.237527,41.824996
bombus_172,-72.659744,41.650798
