Species,Longitude,Latitude
bombus_306,-81.258659,29.771977
bombus_306,-83.41628,34.78204
bombus_306,-72.319551,43.696225
bombus_306,-72.319551,43.696225
bombus_306,-73.343056,44.713112
bombus_306,-81.207207,28.354202
bombus_306,-81.5474533333,41.5039833333
bombus_306,-60.2565944444,46.0980694444
bombus_306,-73.332647793,44.7114037537
bombus_306,-79.0528028333,35.9062283333
bombus_306,-73.3698234579,44.0504928555
bombus_306,-83.4082116667,37.0665388333
bombus_306,-73.65901188,41.2504788
bombus_306,-73.65928992,41.25115297
bombus_306,-81.57543,41.1905583333
bombus_306,-81.5023883333,28.7671633333
bombus_306,-64.951905,45.59476
bombus_306,-77.1636772156,38.8882842802
bombus_306,-83.5451724,34.565098
bombus_306,-73.9527740479,40.7933349609
bombus_306,-77.4361790586,39.2503488245
bombus_306,-75.47303065,39.25967467
bombus_306,-78.3732124978,38.2837769576
bombus_306,-77.1388100727,38.966905379
bombus_306,-83.86344,35.95668
bombus_306,-76.8011866667,39.2201366667
bombus_306,-71.2092214,42.3370413
bombus_306,-79.9906533333,32.738
bombus_306,-71.1669533333,42.9309533333
bombus_306,-82.808841437,27.884145997
bombus_306,-81.07014095,28.51088859
bombus_306,-81.4417119977,40.5126656173
bombus_306,-79.3861301351,40.3079101746
bombus_306,-81.2794123,29.8531411
bombus_306,-79.9978027344,44.5312919617
bombus_306,-81.494468689,28.4010353088
bombus_306,-81.4944534302,28.4010486603
bombus_306,-79.968382,32.642853
bombus_306,-83.0518888333,40.01099445
bombus_306,-81.494392395,28.4009284973
bombus_306,-81.4945755005,28.4010066986
bombus_306,-81.4933624268,28.4003543854
bombus_306,-81.4933624268,28.4003543854
bombus_306,-73.94223,40.6838583333
bombus_306,-73.9422533333,40.6838833333
bombus_306,-81.9755033333,41.3667333333
bombus_306,-81.9755866667,41.3668033333
bombus_306,-80.8147849112,28.5528078789
bombus_306,-80.97388,29.0938483333
bombus_306,-79.0343704224,35.9263572693
bombus_306,-79.8219905142,33.8702525245
bombus_306,-81.2044849434,28.3426118503
bombus_306,-76.3595093787,36.7496348778
bombus_306,-71.4385670331,41.8434139481
bombus_306,-81.5615533333,28.41143
bombus_306,-81.571245,28.4062783333
bombus_306,-80.3720466667,27.5846116667
bombus_306,-79.8799118959,36.0187954875
bombus_306,-81.5215835571,28.3705234528
bombus_306,-81.5417416667,28.4426033333
bombus_306,-81.1246,28.6995816667
bombus_306,-76.3393383333,37.0215833333
bombus_306,-63.5986464027,44.6424699756
bombus_306,-81.8118342786,27.6225993435
bombus_306,-76.7569541931,42.4438285562
bombus_306,-78.671356,35.786055
bombus_306,-79.5027884829,40.7123662492
bombus_306,-81.2684027778,29.6675166667
bombus_306,-81.3532333333,29.9919944444
bombus_306,-81.0311340784,25.8540391312
bombus_306,-82.2884133333,29.6600333333
bombus_306,-81.35305,29.9918222222
bombus_306,-81.2837444444,29.721425
bombus_306,-71.281867981,41.7104148865
bombus_306,-73.9683578889,40.6426617792
bombus_306,-80.0245426,36.1592625
bombus_306,-73.6698134926,40.6663914671
bombus_306,-72.0562861786,41.5662050263
bombus_306,-72.0562562194,41.5662841892
bombus_306,-72.0562619996,41.5662596561
bombus_306,-72.0562182461,41.5662609972
bombus_306,-72.0562210959,41.5662817844
bombus_306,-72.056311138,41.5662893777
bombus_306,-73.968421936,40.6426506042
bombus_306,-72.056252109,41.5662313253
bombus_306,-81.81878667,30.465125
bombus_306,-72.0562735666,41.5662618354
bombus_306,-72.0562679508,41.5662276373
bombus_306,-72.0562041645,41.566282413
bombus_306,-72.0562087771,41.5662865432
bombus_306,-72.056196157,41.5662844991
bombus_306,-72.0561749296,41.5663074631
bombus_306,-68.7834355,44.6943811999
bombus_306,-66.44269,45.88775
bombus_306,-82.3195266724,29.6608448029
bombus_306,-70.5572280884,41.457321167
bombus_306,-64.771904,45.4693194
bombus_306,-64.771904,45.4693194
bombus_306,-64.771904,45.4693194
bombus_306,-82.4010144711,34.8438452803
bombus_306,-77.1889609526,38.7087648651
bombus_306,-72.0563046635,41.5662635118
bombus_306,-72.0563040768,41.566263889
bombus_306,-72.0563038253,41.566263889
bombus_306,-72.0562778414,41.5662934352
bombus_306,-72.0562566449,41.566244589
bombus_306,-82.8205948459,34.6755918407
bombus_306,-72.0561726759,41.5662985541
bombus_306,-72.0560503597,41.5662617048
bombus_306,-72.0561589022,41.5660794033
bombus_306,-72.0562504326,41.5663083131
bombus_306,-74.4932677411,41.2117506143
bombus_306,-82.4294902147,27.0971114748
bombus_306,-75.3886591186,38.6894451598
bombus_306,-77.0496436016,38.9001330965
bombus_306,-81.07081604,28.5093135834
bombus_306,-81.2654670039,29.8318224496
bombus_306,-82.3381492429,27.8757301343
bombus_306,-73.9511716484,40.7945785431
bombus_306,-73.9527240024,40.7933253888
bombus_306,-82.7266297131,27.9772160688
bombus_306,-72.0561986324,41.5662257933
bombus_306,-72.0562237781,41.5662737377
bombus_306,-72.0562235267,41.5662560519
bombus_306,-72.0561876521,41.566245826
bombus_306,-72.0561842155,41.5662432695
bombus_306,-81.4511058,28.3030855
bombus_306,-62.92129167,46.25075333
bombus_306,-73.9975749858,40.6866470242
bombus_306,-73.94214667,40.72408333
bombus_306,-80.1915352243,26.9441156057
bombus_306,-83.58264167,41.62198333
bombus_306,-77.2819304,38.9380317
bombus_306,-77.1155316667,39.0776366667
bombus_306,-72.0562293102,41.5662600333
bombus_306,-72.0561611379,41.5662222375
bombus_306,-72.0561923667,41.5662565432
bombus_306,-73.951369799,40.7944026897
bombus_306,-73.9518398792,40.7943552314
bombus_306,-82.49213,36.4135283333
bombus_306,-77.115465,39.078225
bombus_306,-74.00798055,40.89308667
bombus_306,-74.00805,40.89309667
bombus_306,-72.0561213859,41.5662844916
bombus_306,-72.0561625902,41.5663139709
bombus_306,-72.0561740755,41.5663202431
bombus_306,-72.0562927612,41.5662346362
bombus_306,-72.0563000941,41.5662750653
bombus_306,-72.0562709682,41.5662746178
bombus_306,-76.64533833,39.318225
bombus_306,-82.77171333,28.10727217
bombus_306,-72.0561770668,41.5662876331
bombus_306,-81.2111053467,28.5966835022
bombus_306,-78.7145299,35.7666456
bombus_306,-78.7145299,35.7666456
bombus_306,-82.8106859439,27.8813218921
bombus_306,-82.2347018,35.4359357
bombus_306,-81.7046735376,40.7994181274
bombus_306,-82.38614667,28.08633883
bombus_306,-79.9572298538,32.799270278
bombus_306,-81.3593198822,28.5846137912
bombus_306,-77.15647217,38.90606333
bombus_306,-73.9683837891,40.6425857544
bombus_306,-72.0561886579,41.5663865582
bombus_306,-73.968375,40.642625
bombus_306,-73.9520143066,40.7944157068
bombus_306,-81.2242713478,28.9295596071
bombus_306,-81.2242583333,28.92942
bombus_306,-75.4619833333,40.1935966667
bombus_306,-72.0562599041,41.5662076883
bombus_306,-73.968373,40.642622
bombus_306,-81.2,28.6
bombus_306,-79.4002628516,43.9013929462
bombus_306,-82.426575,29.67777
bombus_306,-81.23292485,28.64762829
bombus_306,-75.7513316016,39.6654181615
bombus_306,-75.7513326763,39.6653991137
bombus_306,-82.5660108074,35.612340267
bombus_306,-82.3179317,28.1859143185
bombus_306,-82.2399386578,29.0571178403
bombus_306,-73.9975574065,40.6542017143
bombus_306,-70.948239851,42.2323113514
bombus_306,-80.7760525533,32.2418906389
bombus_306,-79.1026313603,43.8605153027
bombus_306,-81.2246166249,28.9297249789
bombus_306,-82.3015369,27.995806
bombus_306,-79.936113,43.6540196
bombus_306,-76.0427552462,43.0352589302
bombus_306,-78.0041376874,34.2364920073
bombus_306,-82.320706327,29.6512056041
bombus_306,-82.323452909,29.6583661266
bombus_306,-71.4128399548,41.7855128087
bombus_306,-81.204947239,28.6092682651
bombus_306,-81.204947239,28.6092682651
bombus_306,-78.90806667,36.27981167
bombus_306,-81.940505,41.01615833
bombus_306,-81.03304167,33.93683333
bombus_306,-80.995605,33.98013667
bombus_306,-76.0071722167,36.5585666667
bombus_306,-81.2337333333,28.5802366667
bombus_306,-79.4791557549,40.2828858329
bombus_306,-76.6240943332,39.3190509258
bombus_306,-77.05706667,38.83041667
bombus_306,-81.35421167,28.70318333
