Predictor variable,Categorical,Sample average
wc2.0_bio_10m_01.tif,false,15.40911778856836
wc2.0_bio_10m_05.tif,false,31.109199697923703
wc2.0_bio_10m_06.tif,false,-1.0248084061684615
wc2.0_bio_10m_12.tif,false,964.4856646394439
wc2.0_bio_10m_13.tif,false,128.44396177237186
wc2.0_bio_10m_14.tif,false,43.89487402258905
wc2.1_10m_elev.tif,false,462.9600347523892
