Species,Longitude,Latitude
red_272,-100.640452,25.814302
red_272,-100.460315,25.65012
red_272,-98.229918,26.176497
red_272,-95.405417,29.046518
red_272,-99.378322,28.869041
red_272,-97.807836,30.240309
red_272,-99.991915,25.934119
red_272,-102.994278,29.180541
red_272,-98.073669,30.620219
red_272,-104.717361,24.114061
red_272,-100.927405,28.730636
red_272,-99.98207,25.357841
red_272,-99.982248,25.357684
red_272,-99.958743,25.368085
red_272,-97.72232,30.180646
red_272,-97.8733438,30.1860665
red_272,-95.324632,29.703599
red_272,-97.613,27.918416
red_272,-100.92586,28.729883
red_272,-100.927534,28.730636
red_272,-97.7796058451,30.2820699569
red_272,-100.1014408842,25.4104402666
red_272,-96.9585416667,32.6380666667
red_272,-97.11341827,32.73237427
red_272,-97.1177019552,32.7325927327
red_272,-97.1462807246,32.7623156738
red_272,-99.58048839,29.8197674
red_272,-97.47594,32.84746
red_272,-98.7434616667,29.478405
red_272,-97.1151694328,32.7311240372
red_272,-95.3762968948,29.7616292856
red_272,-95.6290333333,29.3732883333
red_272,-97.3646045978,32.7352212662
red_272,-97.657519,30.694086
red_272,-97.8699164093,30.7057846993
red_272,-98.1623074589,26.2941703806
red_272,-100.124206543,25.429643631
red_272,-101.1765289307,24.3902541887
red_272,-95.294922,30.023023
red_272,-95.2941606,30.0230571
red_272,-95.29290815,30.024889
red_272,-101.0598617,34.4369909
red_272,-97.9284060001,29.8935217883
red_272,-100.2751350455,25.3918771357
red_272,-97.77225436,30.31202708
red_272,-98.888514,29.588969
red_272,-100.4038866667,25.74778
red_272,-97.1716207266,30.0894491644
red_272,-97.6397795231,30.2339733392
red_272,-100.3596856,25.8705406
red_272,-100.2414035797,25.6741947636
red_272,-97.8270036,32.4595147
red_272,-106.584,32.383
red_272,-95.4949879646,30.2361457705
red_272,-97.3479080556,26.2287563889
red_272,-98.1934890747,26.189666748
red_272,-97.8913807869,30.3363058218
red_272,-100.0215148926,25.5612640381
red_272,-97.9123525602,30.3822402377
red_272,-106.560264,32.366804
red_272,-103.29990546,29.2562225
red_272,-97.9879483333,26.1477733333
red_272,-102.1619309085,31.9908423753
red_272,-100.35896001,25.87117874
red_272,-98.88392,29.34567
red_272,-97.3476333333,26.2290216667
red_272,-106.575857,32.381508
red_272,-101.08481,25.5796366667
red_272,-95.452056,29.700212
red_272,-97.77085,30.3119166667
red_272,-106.48042721,35.13615396
red_272,-95.1999359131,30.0711975098
red_272,-98.490073984,29.4047576971
red_272,-98.5774557551,25.9653280572
red_272,-97.584085,29.5884783333
red_272,-101.0844591049,25.5797235254
