Species,Longitude,Latitude
red_127,-100.753021,25.662272
red_127,-100.156946,25.576093
red_127,-97.17415,28.722723
red_127,-100.2497969444,25.667345
red_127,-100.496621,25.869264
red_127,-95.212369,29.73293
red_127,-97.79379947,27.56979688
red_127,-97.7937616667,27.5697416667
red_127,-97.793795,27.56937
red_127,-98.91105733,26.52646625
red_127,-99.991465,24.811169
red_127,-98.591552,34.74333
red_127,-95.6627655029,29.6353759766
red_127,-97.8747598183,30.187162329
red_127,-100.270387,25.549856
red_127,-96.099815,28.6283533333
red_127,-99.5502041682,24.8222103382
red_127,-97.744714,30.344742
red_127,-97.743061,30.267153
red_127,-96.9382309914,32.4408776926
red_127,-97.7261944302,30.5018219166
red_127,-99.8239660263,27.4179858358
red_127,-103.41659999,38.8915937
red_127,-95.670495,29.1181278333
red_127,-98.2298,26.175352
red_127,-97.7941666667,30.48235
red_127,-97.7593616667,30.4901716667
red_127,-97.743061,30.267153
red_127,-95.4521843513,29.7654325795
red_127,-97.9299714883,29.8937761132
red_127,-100.3101804842,25.619005721
red_127,-100.3939783573,25.3981770238
red_127,-103.4591966667,30.0305416667
red_127,-99.7321472222,29.5930416667
red_127,-95.605552,30.6973791111
red_127,-100.208567977,25.4537685568
red_127,-100.2070271667,25.4542516944
red_127,-105.589,33.491
red_127,-96.4194,34.3322
red_127,-95.50422,30.00982
red_127,-100.0789566667,24.200185
red_127,-100.2430195833,25.6731031667
red_127,-98.3723616667,26.2207383333
red_127,-100.3161126,25.6866142
red_127,-98.2679531871,26.2038069082
red_127,-97.6641769801,26.186220618
red_127,-105.6911518985,35.815454498
red_127,-95.4494776671,29.7614299692
red_127,-100.270419,25.5498624
red_127,-99.73329068,29.57781655
red_127,-99.73175231,29.57634046
red_127,-95.4522789829,29.7651184676
red_127,-95.4505,29.7621583333
red_127,-95.4494633333,29.7614383333
red_127,-100.3161126,25.6866142
red_127,-97.098469,32.589042
red_127,-97.6834716667,30.3973116667
red_127,-100.9893241525,25.3412019699
red_127,-98.2664994738,26.2047617308
red_127,-100.2782133333,25.5622716667
red_127,-98.4576758263,33.8578719299
red_127,-100.0509228371,24.0996169996
red_127,-97.9582642132,26.1241186471
red_127,-100.0377047222,25.5044698889
red_127,-100.0120198889,25.5258172778
red_127,-98.2309152501,26.17633328
red_127,-98.2311070699,26.17618125
red_127,-106.546713,32.334067
red_127,-95.9718424828,30.2404515026
red_127,-96.28978,41.0124166667
red_127,-101.48435302,32.21056065
red_127,-100.0637435833,25.22385025
red_127,-98.1936645508,26.1898326874
red_127,-99.724425,24.7535583333
red_127,-98.2832284871,26.2124939158
red_127,-100.983465,29.8931133333
red_127,-97.2278533333,45.7413116667
