Predictor variable,Categorical,Sample average
bombus_212,false,0.6598562100176084
hummingbird_212,false,0.6736373058483426
wc2.0_bio_10m_01.tif,false,11.455294098751356
wc2.0_bio_10m_05.tif,false,28.07321895664021
wc2.0_bio_10m_06.tif,false,-6.838414902667289
wc2.0_bio_10m_12.tif,false,1000.85197740113
wc2.0_bio_10m_13.tif,false,118.30734463276836
wc2.0_bio_10m_14.tif,false,53.89943502824859
wc2.1_10m_elev.tif,false,480.0440677966102
