Predictor variable,Categorical,Sample average
0,false,10.857642376553477
1,false,11.67535058247773
10,false,124.85943452977742
11,false,48.20693803890114
12,false,32.86807729869465
13,false,346.0890314818528
14,false,165.12713053940246
15,false,246.36996190094246
16,false,254.57930619610988
2,false,34.63323054171192
3,false,835.5385027438527
4,false,27.29174174654333
5,false,-7.327355381262488
6,false,34.61909713825435
7,false,20.965659894803636
8,false,0.4076818891013135
9,false,1007.3775817124524
