Predictor variable,Categorical,Sample average
0,false,8.358968900513078
1,false,11.225876153558293
10,false,122.88918797667115
11,false,45.09533423059668
12,false,34.02382104971207
13,false,341.3589053387169
14,false,154.57514580529386
15,false,234.4073575594437
16,false,249.82077164647825
2,false,33.09239776340928
3,false,866.8117277916368
4,false,24.87104419680014
5,false,-10.115750025239297
6,false,34.98679423407088
7,false,18.84536990161004
8,false,-2.4499645574261635
9,false,970.1484970838941
