Predictor variable,Categorical,Sample average
0,false,9.41332816042464
1,false,11.565966546877393
10,false,124.51481835564053
11,false,47.07887189292543
12,false,33.67032312093228
13,false,345.49378585086043
14,false,160.85516252390056
15,false,235.12189292543022
16,false,261.854206500956
2,false,34.39231925348023
3,false,841.7107258171242
4,false,25.918639289717373
5,false,-8.717613313479143
6,false,34.63625261478169
7,false,19.634658952288145
8,false,-1.0490107960845647
9,false,994.3150095602294
