Predictor variable,Categorical,Sample average
0,false,9.461113105346433
1,false,11.46038479935226
10,false,119.5294681360805
11,false,52.43219932918064
12,false,28.94947553834792
13,false,332.1772879731672
14,false,176.97268806899856
15,false,256.445136559655
16,false,245.22280785816963
2,false,32.83469049886019
3,false,883.4321689432069
4,false,26.388594297912626
5,false,-9.342070664651112
6,false,35.73066496929028
7,false,20.12587519633353
8,false,-1.6151667005726313
9,false,1010.6066123622425
