Predictor variable,Categorical,Sample average
0,false,14.151757245718123
1,false,12.306155552549557
10,false,131.83396512509478
11,false,43.98786959818044
12,false,41.50008765814248
13,false,356.9962092494314
14,false,152.24488248673237
15,false,217.21683093252463
16,false,277.090219863533
2,false,39.16171677208381
3,false,730.2455220833432
4,false,29.794683561983028
5,false,-2.5297643597287194
6,false,32.324447938399935
7,false,23.023045526841447
8,false,5.077330329271148
9,false,989.9946929492039
