Predictor variable,Categorical,Sample average
0,false,14.580804785041066
1,false,11.635313827341253
10,false,136.42467532467532
11,false,45.07142857142857
12,false,44.22906112980533
13,false,367.987012987013
14,false,154.5961038961039
15,false,233.23506493506494
16,false,279.7688311688312
2,false,40.25697573624648
3,false,675.4786922702542
4,false,29.09753576749331
5,false,-1.0038357463370187
6,false,30.101371516190564
7,false,22.735594356834113
8,false,6.173744607180986
9,false,1008.2441558441559
