Predictor variable,Categorical,Sample average
0,false,16.78377971287719
1,false,12.536869484898649
10,false,134.16326530612244
11,false,46.67930029154519
12,false,41.57852295397322
13,false,358.96501457725947
14,false,162.14139941690962
15,false,235.68950437317784
16,false,278.8454810495627
2,false,41.45885016271741
3,false,670.7492639969806
4,false,31.833925942290282
5,false,0.9994380283960258
6,false,30.834487899746907
7,false,24.87948805250162
8,false,8.427723340152522
9,false,1010.0860058309038
