Predictor variable,Categorical,Sample average
0,false,12.585987780657682
1,false,11.590631411118942
10,false,130.66618181818183
11,false,48.03781818181818
12,false,37.284420379638675
13,false,357.29745454545457
14,false,164.8138181818182
15,false,250.17163636363637
16,false,265.1069090909091
2,false,37.15557849814675
3,false,765.0809975918856
4,false,28.126915508617053
5,false,-4.4201375539550725
6,false,32.54705303053422
7,false,21.812038445212625
8,false,3.0142740263674748
9,false,1018.901090909091
