Predictor variable,Categorical,Sample average
0,false,8.305805885997861
1,false,11.2028256273211
10,false,120.34268142681427
11,false,46.984747847478474
12,false,32.42487274488986
13,false,334.1729397293973
14,false,160.28954489544896
15,false,242.9429274292743
16,false,242.18769987699878
2,false,32.72610320247261
3,false,877.7359648607168
4,false,24.955261028472787
5,false,-10.320947452279766
6,false,35.27620847450998
7,false,18.90534836627167
8,false,-2.6626842747733965
9,false,970.8551045510455
