Predictor variable,Categorical,Sample average
0,false,16.60477258253926
1,false,12.427451013039715
10,false,147.24069478908189
11,false,24.024813895781637
12,false,66.25800779262192
13,false,395.2679900744417
14,false,89.37220843672456
15,false,181.5136476426799
16,false,296.9181141439206
2,false,47.32325166271579
3,false,529.4807945611163
4,false,29.709827867985954
5,false,2.984595219748818
6,false,26.725232637845554
7,false,23.104934548030123
8,false,10.206502417735663
9,false,897.8585607940447
