Predictor variable,Categorical,Sample average
0,false,8.92618482485246
1,false,11.397794816809752
10,false,118.6497461928934
11,false,48.33733271804338
12,false,31.207594058235284
13,false,329.46792801107523
14,false,164.26811259806183
15,false,246.7586525149977
16,false,238.15736040609136
2,false,32.82281218996563
3,false,882.8360902428022
4,false,25.787678756854696
5,false,-9.82578558247514
6,false,35.61346437395252
7,false,19.59885496338447
8,false,-2.112013071820133
9,false,977.7784956160591
