Predictor variable,Categorical,Sample average
0,false,12.067558314820266
1,false,11.519053781603048
10,false,129.47545059042884
11,false,48.286513362336855
12,false,35.84569143641432
13,false,355.20882535736484
14,false,165.72032318210069
15,false,253.62274704785582
16,false,259.50403977625854
2,false,36.21019488584188
3,false,789.2802020085384
4,false,27.863278378308227
5,false,-5.2907143682789
6,false,33.15399272638941
7,false,21.58205345063716
8,false,2.1834538029200026
9,false,1018.0919825978868
