Predictor variable,Categorical,Sample average
0,false,10.251947524989744
1,false,11.334239574322485
10,false,124.8798353909465
11,false,49.12181069958848
12,false,32.904322724283475
13,false,345.08312757201645
14,false,167.57736625514403
15,false,250.39670781893005
16,false,252.57448559670783
2,false,34.24510598202301
3,false,834.4180888988353
4,false,26.506229052916474
5,false,-7.717932272714663
6,false,34.22416132742485
7,false,20.33231461450396
8,false,-0.17989520022814226
9,false,1005.5641975308642
