Predictor variable,Categorical,Sample average
0,false,14.775140240241846
1,false,12.406147788015849
10,false,130.89154704944178
11,false,46.496012759170654
12,false,40.00930581746869
13,false,353.981658692185
14,false,159.97368421052633
15,false,222.5693779904306
16,false,278.0462519936204
2,false,39.376853980896385
3,false,725.1349832635177
4,false,30.435661718225557
5,false,-1.8463518900349678
6,false,32.28201360717725
7,false,23.568074261362664
8,false,5.7462208351317905
9,false,1002.1547049441787
