Predictor variable,Categorical,Sample average
0,false,8.894936987171324
1,false,11.430110385189831
10,false,122.29183049366536
11,false,46.51419833988641
12,false,33.36301900102041
13,false,339.73612931411094
14,false,158.99825251201398
15,false,241.03713411970293
16,false,249.20707732634338
2,false,33.44829897466004
3,false,867.7758036588883
4,false,25.595557761536046
5,false,-9.623247435391308
6,false,35.21880522311749
7,false,19.403026491650955
8,false,-1.9258600489551534
9,false,982.3757099169943
