Predictor variable,Categorical,Sample average
0,false,9.379899818564002
1,false,11.211381814175082
10,false,123.33007518796992
11,false,49.08270676691729
12,false,31.970346382865333
13,false,342.29135338345867
14,false,167.2139097744361
15,false,247.896992481203
16,false,251.47744360902254
2,false,33.3569791686266
3,false,856.2279420379409
4,false,25.815639485093882
5,false,-8.898271457907601
6,false,34.71391096115112
7,false,19.71722930947641
8,false,-1.33076095633214
9,false,1000.9624060150376
