Predictor variable,Categorical,Sample average
0,false,9.169521441187918
1,false,11.391367450607158
10,false,119.9481308411215
11,false,50.88271028037383
12,false,29.83272862969158
13,false,333.3640186915888
14,false,172.32429906542055
15,false,253.753738317757
16,false,243.73084112149533
2,false,32.69342652080215
3,false,885.3027662615909
4,false,26.06438541323225
5,false,-9.628600736970307
6,false,35.69298616970811
7,false,19.858438430322664
8,false,-1.9207954851243532
9,false,1002.3308411214954
