Predictor variable,Categorical,Sample average
0,false,18.903926813856085
1,false,12.563211471476453
10,false,122.95744680851064
11,false,29.329787234042552
12,false,55.37025140194183
13,false,321.4574468085106
14,false,106.43617021276596
15,false,205.5531914893617
16,false,223.12765957446808
2,false,45.422978786711994
3,false,584.6532932038003
4,false,32.740928994848375
5,false,4.394268130526898
6,false,28.346660827068572
7,false,25.940283389801674
8,false,11.66082411116742
9,false,809.0957446808511
