Predictor variable,Categorical,Sample average
0,false,8.903288118565465
1,false,11.411358229954748
10,false,119.24943207632894
11,false,46.37255792821445
12,false,32.763856730965905
13,false,330.4552476147206
14,false,158.37346660608813
15,false,241.41208541572013
16,false,238.5261244888687
2,false,33.151284649825975
3,false,875.0605432422851
4,false,25.679496635149306
5,false,-9.726989420428145
6,false,35.40648605887427
7,false,19.489160666407265
8,false,-2.025994905741481
9,false,966.1340299863698
