Predictor variable,Categorical,Sample average
0,false,18.66342686623642
1,false,12.446937167767397
10,false,126.35051546391753
11,false,30.09278350515464
12,false,55.18174919639666
13,false,330.5773195876289
14,false,109.10309278350516
15,false,210.82474226804123
16,false,227.28865979381445
2,false,45.27533428939348
3,false,584.4454768859234
4,false,32.448312248151325
5,false,4.209947755195431
6,false,28.238364494952958
7,false,25.694813108935797
8,false,11.414362723065405
9,false,828.2371134020618
