Predictor variable,Categorical,Sample average
0,false,8.419578876563566
1,false,11.220951413857252
10,false,123.03181506065461
11,false,45.73609521629663
12,false,33.57072097350924
13,false,341.72533760585947
14,false,156.6770428015564
15,false,236.72350652323186
16,false,250.18997482261386
2,false,33.12544026705514
3,false,864.8399315273278
4,false,24.91199846195667
5,false,-10.013530367690048
6,false,34.92552883866778
7,false,18.882976726253453
8,false,-2.3635764003694644
9,false,975.3682764934767
