Predictor variable,Categorical,Sample average
0,false,17.757736713272052
1,false,12.491309850169682
10,false,134.76731301939057
11,false,45.448753462603875
12,false,44.26603786172629
13,false,359.9695290858726
14,false,158.0470914127424
15,false,257.43490304709144
16,false,264.65373961218836
2,false,43.33751041803333
3,false,624.6794480088676
4,false,32.196875780903405
5,false,2.7138448048207566
6,false,29.483030987578417
7,false,25.27425709457609
8,false,9.969433387952993
9,false,996.7645429362881
