Predictor variable,Categorical,Sample average
0,false,9.860500110176227
1,false,11.290718180397104
10,false,123.65518622346816
11,false,48.98077693231878
12,false,32.47408429040019
13,false,342.1714056868242
14,false,167.14257108530236
15,false,248.64997997597118
16,false,250.9046856227473
2,false,33.807952545526554
3,false,845.8562350993067
4,false,26.21643930174706
5,false,-8.285095979709796
6,false,34.50153528999509
7,false,20.073809932698047
8,false,-0.7201195054183668
9,false,1000.3392070484582
