Predictor variable,Categorical,Sample average
0,false,8.800560606041694
1,false,11.184223836298974
10,false,124.01947847942193
11,false,48.36914860194785
12,false,32.151135003907555
13,false,344.4891611687088
14,false,165.08136977694
15,false,247.94282123782594
16,false,251.64530317310712
2,false,33.09735445387514
3,false,864.7971339200302
4,false,25.3081861999924
5,false,-9.601807116637945
6,false,34.909993311911684
7,false,19.24098474650573
8,false,-2.013352134729862
9,false,1000.4326107445805
