Predictor variable,Categorical,Sample average
0,false,8.813978846963588
1,false,11.421319023494062
10,false,121.34612068965517
11,false,45.9698275862069
12,false,33.49998912235786
13,false,336.93922413793103
14,false,157.24655172413793
15,false,239.9426724137931
16,false,245.69094827586207
2,false,33.40357891608929
3,false,869.4979552301867
4,false,25.52680272233897
5,false,-9.72916014184798
6,false,35.25596288935891
7,false,19.341967847635004
8,false,-2.028976733629604
9,false,973.9758620689655
