Predictor variable,Categorical,Sample average
0,false,15.340769768203977
1,false,12.335218723548598
10,false,132.17177344475394
11,false,48.753017641597026
12,false,38.48070215448364
13,false,356.3602599814299
14,false,168.4289693593315
15,false,230.82451253481895
16,false,283.1012070566388
2,false,39.56598781985935
3,false,716.0963592954333
4,false,30.849972989676502
5,false,-1.0922365213113256
6,false,31.942209496139483
7,false,24.003573846241448
8,false,6.4095570229766965
9,false,1025.0733519034354
