Predictor variable,Categorical,Sample average
0,false,11.23723782326679
1,false,11.724432277740656
10,false,126.09370988446726
11,false,48.616388532306374
12,false,33.020349529088435
13,false,349.2175866495507
14,false,166.65190415062045
15,false,246.5464270432178
16,false,258.68784766795034
2,false,35.02765877551894
3,false,824.8502570737056
4,false,27.593732027299495
5,false,-6.786570516564018
6,false,34.38030255876345
7,false,21.22180266823073
8,false,0.9230704913145469
9,false,1016.2148053059478
