Predictor variable,Categorical,Sample average
0,false,14.199395598382726
1,false,11.70463173173176
10,false,130.73460246360582
11,false,46.35498320268757
12,false,40.938882345047936
13,false,352.7894736842105
14,false,158.59686450167973
15,false,239.47704367301233
16,false,263.19708846584547
2,false,39.18685850290809
3,false,706.912243508812
4,false,29.145426947752814
5,false,-1.917891664466584
6,false,31.063318617800448
7,false,22.72587788679031
8,false,5.368644234367666
9,false,990.7838745800672
