Predictor variable,Categorical,Sample average
0,false,13.982111510596697
1,false,11.657102093917912
10,false,131.79957805907173
11,false,47.23628691983122
12,false,39.60505104769131
13,false,356.7289029535865
14,false,162.26898734177215
15,false,244.52426160337552
16,false,267.05274261603375
2,false,38.78829367955526
3,false,717.0085352483178
4,false,29.022825795386915
5,false,-2.271019453077306
6,false,31.293845250133725
7,false,22.630501878915457
8,false,5.0214592888902185
9,false,1007.834388185654
