Predictor variable,Categorical,Sample average
0,false,15.883483743538028
1,false,12.33346263675586
10,false,146.28804347826087
11,false,34.71059782608695
12,false,54.84809402020081
13,false,397.73505434782606
14,false,125.08559782608695
15,false,202.6766304347826
16,false,318.9755434782609
2,false,44.17758259306783
3,false,596.1689032057058
4,false,29.839174472767375
5,false,1.3307077855663565
6,false,28.50846666615942
7,false,23.188382264064707
8,false,8.628011480148416
9,false,992.148097826087
