Predictor variable,Categorical,Sample average
0,false,14.327933021241172
1,false,12.228776448020572
10,false,134.92180388911873
11,false,50.65535788167149
12,false,36.249161760521964
13,false,368.75796441870085
14,false,174.76458419528342
15,false,250.87877534133224
16,false,285.707488622259
2,false,38.81486479664914
3,false,731.0487481568241
4,false,29.963676087659994
5,false,-2.303262762829263
6,false,32.26693889016596
7,false,23.201407074287108
8,false,5.2318771810158715
9,false,1061.3893256102606
