Predictor variable,Categorical,Sample average
0,false,11.189885116410558
1,false,11.405092082528862
10,false,125.39746968898261
11,false,49.12598840274117
12,false,33.567701417393096
13,false,345.85714285714283
14,false,167.42909857670006
15,false,252.6378492356352
16,false,251.56668423827097
2,false,35.05863234037842
3,false,816.4800564731243
4,false,27.252641700479188
5,false,-6.54695638017347
6,false,33.79959808051995
7,false,21.040352092646398
8,false,0.9676997120215758
9,false,1006.6215076436479
