Predictor variable,Categorical,Sample average
0,false,10.424240518506833
1,false,11.700439433856111
10,false,126.3164484917473
11,false,44.38816163915766
12,false,36.43182628698897
13,false,348.1309049516221
14,false,152.7057484348321
15,false,224.9072282299374
16,false,264.17814456459877
2,false,35.459953321132325
3,false,814.3607099746938
4,false,26.697702266712657
5,false,-7.338843479690083
6,false,34.03654572796808
7,false,20.33397466836494
8,false,0.32213596908063413
9,false,979.962435970404
