Predictor variable,Categorical,Sample average
0,false,13.956522103404426
1,false,12.194211300438242
10,false,132.99530007230658
11,false,51.53651482284888
12,false,34.62956831753469
13,false,363.97975415762835
14,false,177.40093998553868
15,false,252.99602313810556
16,false,279.42588575560376
2,false,38.07526516035167
3,false,750.5350154068534
4,false,29.812519745471594
5,false,-2.974497975109809
6,false,32.787017738138175
7,false,23.06137370511577
8,false,4.599652534471293
9,false,1060.4266088214029
