Species,Longitude,Latitude
white_16,-100.2708111111,25.5488258333
white_16,-95.399044,30.038875
white_16,-95.7283325195,30.6377773285
white_16,-103.7465572357,25.3746234513
white_16,-106.3374048471,35.8802732743
white_16,-98.2296808611,26.1754663333
white_16,-100.4337472222,31.4738666667
white_16,-98.00482899,26.30821487
white_16,-95.0534409899,29.4898103492
white_16,-99.9931030273,24.7011928558
white_16,-98.1923904419,26.1897525787
white_16,-98.6479561776,33.1934907232
white_16,-98.1926956177,26.1900444031
white_16,-98.1927108765,26.1903095245
white_16,-106.7539901733,32.2808761597
white_16,-98.1354507,26.0822344
white_16,-97.6645444444,26.1845944444
white_16,-95.2160788991,32.3071117987
white_16,-99.9431686401,24.6533966064
white_16,-99.9931793213,24.7012348175
white_16,-98.2299332812,26.1753121528
white_16,-100.2158355713,25.7725334167
white_16,-98.0297494665,30.0713250543
white_16,-97.66449929,26.1845152
white_16,-96.98532167,33.00047222
white_16,-96.9693792172,32.8817376945
white_16,-97.1005941555,36.1190179902
white_16,-97.0167833333,30.6483466667
white_16,-97.4071371183,35.8998733318
white_16,-97.5711156937,25.9963138406
white_16,-100.4363861084,25.7688884735
white_16,-97.1281495784,32.786457818
white_16,-97.9508459476,26.3086190773
white_16,-106.7562735388,32.2814636099
white_16,-96.4482605704,32.9365079848
white_16,-97.4418982118,30.0000736109
white_16,-95.5590852927,29.7616619149
white_16,-97.1777416667,32.8859366667
white_16,-97.47058,31.0878055
white_16,-97.489075,25.89553333
white_16,-97.4444322288,25.8863650837
white_16,-97.0707445219,28.8483936421
white_16,-97.95732167,26.1266
white_16,-98.38642167,26.17897167
white_16,-98.1751363724,26.3151902278
white_16,-98.1727019325,26.3126395923
white_16,-98.14170127,26.08126185
white_16,-98.229767,26.176741
white_16,-97.2902543,26.1009111
white_16,-95.5787544561,28.9148419536
white_16,-95.5703728545,29.9865656051
white_16,-98.2297673,26.1767406
white_16,-98.2297673,26.1767406
white_16,-98.2297673,26.1767406
white_16,-98.2297673,26.1767406
white_16,-98.2297673,26.1767406
white_16,-97.2210166667,27.6262133333
white_16,-100.3794907406,25.6235542806
white_16,-98.3307175711,26.1804374446
white_16,-98.2301535379,26.1766539435
white_16,-98.2301535379,26.1766539435
white_16,-98.2301535379,26.1766539435
white_16,-98.2301535379,26.1766539435
white_16,-98.1923759722,26.189796
white_16,-97.3268453591,27.7092816588
white_16,-97.3290739668,27.7119686745
white_16,-97.726482,30.502282
white_16,-97.726843,30.504275
white_16,-98.2272044,26.2556769997
white_16,-97.4893516719,25.8932091946
white_16,-96.9893229997,28.1281241997
white_16,-97.9568383333,26.1264638333
white_16,-97.7389295489,30.2893683376
white_16,-97.7392559342,30.2887581164
white_16,-98.135189563,26.0851535417
white_16,-97.9518683333,26.1285216667
white_16,-98.2302510731,26.1765938711
white_16,-98.1959432215,26.191779455
white_16,-97.6241722222,30.5383833333
white_16,-96.6984687135,30.1893394777
white_16,-97.5629741785,26.2669196471
white_16,-96.7782138889,32.7841
white_16,-98.1354497082,26.0824399031
white_16,-98.135395638,26.0823066572
white_16,-98.1318295934,26.0771333752
white_16,-98.4545121611,29.6306754222
white_16,-98.5029577194,29.648348875
white_16,-96.35125,30.607345
white_16,-98.1252221667,29.7221916667
white_16,-98.1424201281,26.1985021597
white_16,-99.1475519,30.05219572
white_16,-97.1767142702,32.6841041676
white_16,-97.56285471,26.26665175
white_16,-98.1351738886,26.2908759302
white_16,-77.0622581989,38.9138138574
white_16,-80.3641883333,27.5392033333
white_16,-80.9967072868,28.5788164381
white_16,-80.87431619,25.18064782
white_16,-77.0946055,38.88306167
white_16,-80.857751593,33.4893885288
white_16,-80.6943454,25.4150153
white_16,-77.0564727783,26.541261673
white_16,-80.9376919722,25.1387849722
white_16,-80.09037783,34.97906333
white_16,-80.37077167,25.693175
white_16,-78.7810238545,38.107806528
white_16,-80.1598465223,25.6747436863
white_16,-77.0918666667,38.8789783333
white_16,-80.1123382151,32.8044881613
white_16,-80.57421945,25.4189027833
white_16,-77.0878422312,39.0312746156
white_16,-80.2109383333,25.97737
white_16,-80.387055,25.1552861667
white_16,-80.36718,25.1773133333
white_16,-80.9768758714,25.1396356804
white_16,-80.8150716667,24.81305
white_16,-80.9964160994,24.7416512663
white_16,-80.3914516667,25.7780569167
white_16,-80.3640583333,25.1790466667
white_16,-80.3635333333,25.1821416667
white_16,-80.3634866667,25.1821833333
white_16,-80.8926616667,28.6331783333
white_16,-80.7660833333,25.7556883333
white_16,-80.0817985587,26.5539733528
