Predictor variable,Categorical,Sample average
0,false,8.911024730822584
1,false,11.392516965163717
10,false,122.19559585492227
11,false,44.76498889711325
12,false,34.30202275686666
13,false,339.43467801628424
14,false,153.51147298297556
15,false,233.27738712065138
16,false,248.71484085862323
2,false,33.39493636110816
3,false,865.0314393428235
4,false,25.502603607474214
5,false,-9.615162894827185
6,false,35.11776651425507
7,false,19.380158219930422
8,false,-1.878663790547146
9,false,966.8510362694301
