Predictor variable,Categorical,Sample average
0,false,12.115428424117082
1,false,11.231479094200527
10,false,123.8573883161512
11,false,54.90378006872852
12,false,29.525844949217596
13,false,339.39003436426117
14,false,185.88659793814432
15,false,272.0360824742268
16,false,244.2852233676976
2,false,34.121308244790406
3,false,828.3839351745816
4,false,28.23713987225929
5,false,-5.7172554486304765
6,false,33.95439541053116
7,false,22.06838141765791
8,false,1.6891555985295026
9,false,1037.3127147766322
