Predictor variable,Categorical,Sample average
0,false,19.126857357933407
1,false,12.581404118310838
10,false,131.31428571428572
11,false,32.46666666666667
12,false,55.09447904314314
13,false,343.8857142857143
14,false,117.8952380952381
15,false,243.34285714285716
16,false,225.15238095238095
2,false,45.62176886058989
3,false,571.150198218936
4,false,32.83655479067848
5,false,4.835895508598714
6,false,28.0006592523484
7,false,25.994166038149878
8,false,12.057212184724353
9,false,864.8190476190476
