Predictor variable,Categorical,Sample average
0,false,16.19445317747671
1,false,12.402392854378679
10,false,147.25989672977624
11,false,30.867469879518072
12,false,59.04815896899277
13,false,397.32702237521517
14,false,112.87263339070569
15,false,190.57659208261617
16,false,315.3734939759036
2,false,45.26811976933438
3,false,572.8329004231911
4,false,29.88977836700807
5,false,1.9691957222320229
6,false,27.920582662966492
7,false,23.226345832089343
8,false,9.249934800764267
9,false,960.6247848537005
