Predictor variable,Categorical,Sample average
0,false,14.386808564826078
1,false,11.646022441149617
10,false,132.5546218487395
11,false,46.20168067226891
12,false,42.03470093119187
13,false,357.91236494597837
14,false,158.1284513805522
15,false,237.8715486194478
16,false,269.02280912364944
2,false,39.593292833948766
3,false,692.1803203642297
4,false,29.12444349153846
5,false,-1.4656251735124395
6,false,30.590068652277807
7,false,22.742454564299475
8,false,5.755261050761954
9,false,998.09243697479
