Predictor variable,Categorical,Sample average
0,false,9.479208520045184
1,false,11.216715631631143
10,false,124.04022988505747
11,false,49.10689655172414
12,false,32.10850700071488
13,false,344.1620689655172
14,false,167.47931034482758
15,false,248.4191570881226
16,false,253.05325670498084
2,false,33.43684772622996
3,false,854.3066171054182
4,false,25.89374354059212
5,false,-8.774196980484634
6,false,34.66794053220201
7,false,19.792995927342968
8,false,-1.209434800120017
9,false,1005.008429118774
