Predictor variable,Categorical,Sample average
0,false,15.320359643369782
1,false,12.278243054816123
10,false,139.18049490538573
11,false,46.856622998544395
12,false,41.80538685734789
13,false,378.5509461426492
14,false,162.8245997088792
15,false,243.27438136826783
16,false,293.3406113537118
2,false,40.78901134446545
3,false,681.0113340597139
4,false,30.34802424890332
5,false,-0.5343977978993939
6,false,30.88242203491744
7,false,23.596992372598883
8,false,6.8861780359817795
9,false,1048.895924308588
