Predictor variable,Categorical,Sample average
0,false,8.944627542593974
1,false,11.409057043553698
10,false,119.27929155313352
11,false,46.67029972752044
12,false,32.56229450267407
13,false,330.28701180744775
14,false,159.18346957311536
15,false,241.9718437783833
16,false,238.24205267938237
2,false,33.124016194425856
3,false,875.7047523408452
4,false,25.72645546803141
5,false,-9.697348627302674
6,false,35.4238040977776
7,false,19.5353378106203
8,false,-1.9977013030300699
9,false,967.3796548592189
