Predictor variable,Categorical,Sample average
0,false,14.109314817536497
1,false,12.255375214672963
10,false,132.12003058103974
11,false,43.71406727828746
12,false,41.54573455826587
13,false,357.65672782874617
14,false,151.4105504587156
15,false,216.9113149847095
16,false,276.7140672782875
2,false,39.07761947386855
3,false,730.8908847493863
4,false,29.728108602926273
5,false,-2.565505518926242
6,false,32.293614140344324
7,false,22.98621699204868
8,false,5.024379594811162
9,false,989.7446483180428
