Predictor variable,Categorical,Sample average
0,false,13.551173328594038
1,false,11.388184175369846
10,false,129.2324840764331
11,false,49.27070063694268
12,false,38.45225620421634
13,false,350.2611464968153
14,false,167.52866242038218
15,false,254.2484076433121
16,false,250.64331210191082
2,false,37.12213590949963
3,false,747.7391353048337
4,false,28.80474342662058
5,false,-3.0437567842424293
6,false,31.84850024569566
7,false,22.56388497200741
8,false,4.220510314283952
9,false,1005.3535031847134
