Predictor variable,Categorical,Sample average
0,false,9.329717625582816
1,false,11.528967732206057
10,false,121.06010046645139
11,false,45.40724793684966
12,false,33.9555955641493
13,false,335.6216361679225
14,false,155.5956225331898
15,false,237.245963401507
16,false,244.16469321851454
2,false,33.606859971598396
3,false,865.2215052598858
4,false,25.99774096984781
5,false,-9.279630943692736
6,false,35.27737190768759
7,false,19.791397068891467
8,false,-1.4818541751299397
9,false,965.7917115177611
