Predictor variable,Categorical,Sample average
0,false,12.254866483885015
1,false,11.879969963138386
10,false,128.54169491525423
11,false,49.50463276836158
12,false,33.47315298619243
13,false,354.1929943502825
14,false,170.02395480225988
15,false,248.78734463276837
16,false,264.2061016949153
2,false,36.030501181392346
3,false,799.0534340137547
4,false,28.437359924531926
5,false,-5.398533075164808
6,false,33.8358930109315
7,false,21.93397092226535
8,false,2.264489770555332
9,false,1031.6009039548023
