Predictor variable,Categorical,Sample average
0,false,10.180509396759806
1,false,11.51351904186258
10,false,120.78221957040573
11,false,55.424821002386636
12,false,27.39859090471609
13,false,334.3204057279236
14,false,186.36575178997614
15,false,264.4546539379475
16,false,249.31384248210023
2,false,33.39550456795886
3,false,865.9110981979917
4,false,26.951323683335843
5,false,-8.340787050155656
6,false,35.29211076233438
7,false,20.629169233659002
8,false,-0.6795080331850715
9,false,1034.1420047732697
