Predictor variable,Categorical,Sample average
0,false,16.89105565370019
1,false,12.508994607071378
10,false,135.34328358208955
11,false,47.3134328358209
12,false,41.32002970425051
13,false,362.29701492537316
14,false,164.50597014925373
15,false,241.68805970149253
16,false,279.3388059701493
2,false,41.55444187050435
3,false,667.9356171793013
4,false,31.888433120499794
5,false,1.1651512649678277
6,false,30.72328184042404
7,false,24.943215975120886
8,false,8.562183678956396
9,false,1020.0074626865671
