Predictor variable,Categorical,Sample average
0,false,14.742022349956454
1,false,11.678047163687635
10,false,137.30290456431536
11,false,43.625172890733054
12,false,45.84065037050682
13,false,370.8533886583679
14,false,150.14107883817428
15,false,227.42738589211618
16,false,284.57814661134165
2,false,40.79749111581805
3,false,663.4578980885105
4,false,29.131827764656204
5,false,-0.6772973245965577
6,false,29.80912510356138
7,false,22.757201874074763
8,false,6.495462533413725
9,false,1003.6901798063624
