Predictor variable,Categorical,Sample average
0,false,8.36981235103906
1,false,11.204669295411854
10,false,121.61045814343967
11,false,46.89829695370592
12,false,32.840740158907316
13,false,337.75773566802593
14,false,160.0856320460542
15,false,242.4219237227153
16,false,245.81554329575437
2,false,32.861057456261996
3,false,873.3233175554502
4,false,24.965131379912357
5,false,-10.187557840507004
6,false,35.15268921640514
7,false,18.919757074862538
8,false,-2.5391026935993066
9,false,976.1765411369634
