Predictor variable,Categorical,Sample average
0,false,11.003019980786414
1,false,11.762938817826713
10,false,129.93170731707318
11,false,42.92560975609756
12,false,38.14279454975593
13,false,357.7225609756098
14,false,149.08963414634147
15,false,219.39573170731708
16,false,274.9286585365854
2,false,36.307106931035115
3,false,790.8442119970555
4,false,27.048129005548432
5,false,-6.40934106038734
6,false,33.457470037297504
7,false,20.64898763168149
8,false,1.2154621397827967
9,false,988.094512195122
