Predictor variable,Categorical,Sample average
0,false,8.360873010208245
1,false,11.25885983283606
10,false,122.64452780229479
11,false,44.69571932921448
12,false,34.22341963924987
13,false,340.69417475728153
14,false,153.4082082965578
15,false,234.1904236540159
16,false,248.67674315975287
2,false,33.10294038304584
3,false,868.4441610270649
4,false,24.909388504508104
5,false,-10.15865813871687
6,false,35.06804666872689
7,false,18.8691661421009
8,false,-2.4674961681227323
9,false,966.725948808473
