Predictor variable,Categorical,Sample average
0,false,16.000843362076075
1,false,11.821785897720517
10,false,141.36023622047244
11,false,37.267716535433074
12,false,53.4479370042095
13,false,378.68307086614175
14,false,130.46653543307087
15,false,211.32677165354332
16,false,288.31496062992125
2,false,43.41512362037118
3,false,598.4630482891413
4,false,29.694390206825076
5,false,1.5479152720883547
6,false,28.146474941508977
7,false,23.261249962754135
8,false,8.60966863783487
9,false,967.1850393700787
