Predictor variable,Categorical,Sample average
0,false,10.82965552511172
1,false,11.371940729070882
10,false,119.75273224043715
11,false,54.204918032786885
12,false,27.56314145932432
13,false,331.3353825136612
14,false,183.49931693989072
15,false,267.8531420765027
16,false,238.21243169398906
2,false,32.92413393004996
3,false,873.5825002493102
4,false,27.563812882522416
5,false,-7.810294663355828
6,false,35.37410758623008
7,false,21.334088079916324
8,false,-0.17539353811743802
9,false,1026.2486338797814
