Species,Longitude,Latitude
red_181,-96.958858,32.638053
red_181,-98.280918,30.567531
red_181,-97.302604,50.240344
red_181,-99.341416,30.063248
red_181,-97.004576,30.417809
red_181,-96.211989,30.566799
red_181,-95.569568,29.771438
red_181,-96.424351,30.617875
red_181,-97.931878,29.891328
red_181,-97.3206284177,30.0831342861
red_181,-97.268481,32.744123
red_181,-98.2541611711,26.2220309602
red_181,-95.270953,32.028686
red_181,-106.3887047768,28.8633358739
red_181,-100.2640838623,25.5567169189
red_181,-105.5688245019,50.3094879399
red_181,-96.108001709,29.8200149536
red_181,-95.2948858,30.022758
red_181,-97.755645752,30.2658367157
red_181,-95.6642979664,29.6282913164
red_181,-96.8497161865,33.0473632813
red_181,-105.271125,40.0251221667
red_181,-97.1114361667,31.5910383333
red_181,-106.9387216588,38.9734172356
red_181,-106.9386977703,38.9734005556
red_181,-97.5831315,29.5952829
red_181,-106.6828715,35.1286772
red_181,-98.15399945,29.69279145
red_181,-98.2303046944,26.1774694722
red_181,-101.8921229009,33.6226484508
red_181,-95.5155105591,29.6761398315
red_181,-103.9718924,40.8233198
red_181,-99.9955170278,25.2633987778
red_181,-100.03116975,25.3257214167
red_181,-104.9132202566,50.7688032946
red_181,-97.8155534509,30.2368984329
red_181,-101.4189177653,50.4748719123
red_181,-105.7301777778,40.4125805556
red_181,-105.573975,40.2038444444
red_181,-105.6026472222,40.4011
red_181,-101.9275091,43.76072464
red_181,-98.9767483333,47.98367
red_181,-106.9678931884,38.9313285034
red_181,-96.8618,44.2795133333
red_181,-96.8657,50.00405
red_181,-96.87137,50.0038722167
red_181,-96.8813633333,50.0039666667
red_181,-101.9599841848,33.5209633439
red_181,-101.9508514512,33.5403782171
red_181,-96.890975,50.0049027833
red_181,-103.3833283333,46.8951466667
red_181,-96.8557666667,50.0075
red_181,-106.451115867,51.0455667104
red_181,-102.3743968551,33.5540105263
red_181,-97.0905685425,44.1886177063
red_181,-105.0848633611,40.5310881185
red_181,-95.38304475,30.03912763
red_181,-97.0088882446,49.9111099243
red_181,-96.7027740479,50.0788879395
red_181,-103.4933616667,46.9204633333
red_181,-103.3341578689,47.5969407597
red_181,-95.4523383333,29.765195
red_181,-104.90558691,40.12817154
red_181,-96.5282966667,42.5385333333
red_181,-105.5162583333,37.739875
red_181,-106.3582229614,37.6868400574
red_181,-104.8641133333,39.8174583333
red_181,-96.873336792,50.000831604
red_181,-104.7899033333,39.8008916667
red_181,-100.2711410278,25.5434455833
red_181,-99.8761533333,50.6875883333
red_181,-104.841067074,39.8127067555
red_181,-95.3826,30.08335
red_181,-97.43693264,46.4920597
red_181,-105.9675216667,35.6945
red_181,-97.276039,46.381518
red_181,-95.39256058,30.03233321
red_181,-95.3957548,30.0397013
red_181,-106.9414560032,39.012157931
red_181,-98.0180206299,43.7735824585
red_181,-96.788422982,32.9315254435
red_181,-96.580155,50.2628633333
red_181,-105.3682166667,41.1602638889
red_181,-105.0520353484,38.8453712667
red_181,-104.8378503,39.8358539
red_181,-103.775088831,43.8999699902
red_181,-103.3892364502,44.0491905212
red_181,-103.3912887573,44.0508155823
red_181,-101.2301466667,46.7282033333
red_181,-97.6542512,30.38720755
red_181,-96.8538730872,50.0242333347
red_181,-95.3003783333,30.0318388333
red_181,-98.0717694444,30.620025
red_181,-95.4524466667,29.7651716667
red_181,-105.977735,35.677586
red_181,-98.46592,40.78778
red_181,-96.8228394059,50.2543904979
red_181,-99.1213611667,40.6712716667
red_181,-100.1423195,25.3010366667
red_181,-100.2674066812,25.5542289542
red_181,-97.0827533647,49.830523218
red_181,-99.1420361667,40.702995
red_181,-106.9854883333,39.015225
red_181,-106.7333713175,37.9223462753
red_181,-98.2307185,26.17682062
red_181,-103.5884783333,47.0502888333
red_181,-96.8948174268,50.0188151771
red_181,-100.1414642334,25.3053283691
red_181,-95.4496864603,29.7622700036
red_181,-96.328024767,47.7018469924
red_181,-96.7893365398,46.7758795117
red_181,-106.5642166667,39.1065611667
red_181,-99.7815694917,32.4588987239
red_181,-99.2187933333,38.1827166667
red_181,-100.544945,26.540905
red_181,-97.2293925571,49.8897689603
red_181,-100.143355,25.3012116667
red_181,-97.6993615202,30.3441118253
red_181,-103.6762073839,40.8671716118
red_181,-95.4624,30.10701
red_181,-106.5865633333,39.0903166667
red_181,-106.5849,39.0975638333
red_181,-95.45511,30.10928
red_181,-105.3933805556,40.9806638889
red_181,-95.452164359,29.7642042918
red_181,-95.39769,30.03676
red_181,-99.2668684,49.6623854
red_181,-98.149531,26.073206
red_181,-105.1625693448,38.7880128333
red_181,-99.274821,49.738115
red_181,-98.2292983514,26.1768573992
red_181,-105.75537833,33.44758667
red_181,-99.2350920663,40.3673950397
red_181,-98.65915,30.2355611111
red_181,-106.3836427931,38.7782752675
red_181,-97.1025305,49.85661333
red_181,-97.1458195,33.02379167
red_181,-97.611354,35.6071659722
red_181,-100.91822833,38.682275
red_181,-105.06463617,40.556595
red_181,-105.59928595,36.1984904667
red_181,-105.7051707414,32.8904608441
red_181,-105.707925,35.79253
red_181,-105.70335333,35.76875333
red_181,-97.10295833,49.85654667
red_181,-95.405526,30.093359
red_181,-105.7506359444,40.4442631944
red_181,-96.78694823,46.88656654
red_181,-106.4358967,35.75704287
red_181,-97.6962981735,30.3090236645
red_181,-98.2291068274,26.1768687112
red_181,-105.5163481459,36.6666784061
red_181,-97.1038872376,49.9428417398
red_181,-97.2622181407,49.8701111744
red_181,-100.1021381016,50.7758266025
red_181,-100.207075497,50.7735889231
red_181,-105.8338141635,35.7563499986
red_181,-106.410036,34.6708769722
red_181,-105.7557657,33.44683094
red_181,-97.23143833,49.87298667
red_181,-96.8813332353,50.1310881485
red_181,-96.767537892,32.8209062247
red_181,-97.1206490323,49.8082204202
red_181,-97.1206490323,49.8082204202
red_181,-95.1778430019,47.2030211144
red_181,-95.1778430019,47.2030211144
red_181,-105.5159976667,36.6708902667
red_181,-97.946305,29.88826667
red_181,-96.3462702389,49.226701437
red_181,-95.58568667,29.555645
red_181,-95.5784539506,29.9867139473
red_181,-97.9138944444,30.3886972222
red_181,-97.9124972222,30.3876083333
red_181,-96.88509,50.014423
red_181,-95.596336,29.380662
red_181,-106.6146753699,52.1891931218
red_181,-97.21936667,46.38284167
red_181,-105.712045,40.39558333
red_181,-99.88452833,50.68324167
red_181,-106.4617366667,35.180165
red_181,-97.0085559134,50.7132800483
red_181,-97.72358,30.32056167
red_181,-97.94418333,29.90097
red_181,-106.0063750036,35.6776421914
red_181,-97.7338691522,30.3392819781
red_181,-105.40997538,40.73527271
red_181,-105.83915,35.6221916667
red_181,-99.0899819369,40.6749180961
red_181,-96.58975333,43.4766
red_181,-106.5669586882,39.155966352
red_181,-98.19554167,29.87063833
red_181,-97.121777907,49.871884483
red_181,-105.739105,33.40439667
red_181,-98.2698458,26.2188815
