Predictor variable,Categorical,Sample average
0,false,8.977746485178324
1,false,11.399455290809206
10,false,119.29780420860018
11,false,47.10795974382434
12,false,32.25699355246709
13,false,330.6294602012809
14,false,160.58874656907594
15,false,243.83577310155536
16,false,238.11116193961573
2,false,33.06969395887928
3,false,876.0218043767959
4,false,25.760602775671455
5,false,-9.66335040143455
6,false,35.423953164092794
7,false,19.57090814486623
8,false,-1.9704640656573338
9,false,971.0978956999085
