Predictor variable,Categorical,Sample average
0,false,9.545381929763044
1,false,11.58750053127128
10,false,123.95331325301204
11,false,46.70632530120482
12,false,33.998920005727484
13,false,342.93825301204816
14,false,159.42670682730923
15,false,231.45381526104418
16,false,261.7233935742972
2,false,34.65896352323662
3,false,834.6346053617547
4,false,25.999415132415344
5,false,-8.467276392681581
6,false,34.46669153707573
7,false,19.691432902372505
8,false,-0.8159554361048516
9,false,986.2680722891566
